Sample in Buffer,Sample in Window,TRIGGER,design_1_wrapper_inst/design_1_i/system_ila_2/inst/SLOT_0_JESD204_TX_BUS_txcharisk_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_2/inst/SLOT_0_JESD204_TX_BUS_txdata_1[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX
1767,1767,0,0,dc295a0c
1768,1768,0,0,bc3acaf4
1769,1769,0,0,3b418b9f
1770,1770,0,0,56179986
1771,1771,0,0,3e28f573
1772,1772,0,0,142386f0
1773,1773,0,0,1fbd7aca
1774,1774,0,0,8625418e
1775,1775,0,0,76ce16dd
1776,1776,0,0,b0de37a5
1777,1777,0,0,cf91a2c7
1778,1778,0,0,cb5ba364
1779,1779,0,0,92d3b8d8
1780,1780,0,0,65776ee9
1781,1781,0,0,c7ab5e33
1782,1782,0,0,601390f8
1783,1783,0,0,877b416b
1784,1784,0,0,6d561219
1785,1785,0,0,683f6cf5
1786,1786,0,0,2a0b7383
1787,1787,0,0,0b9efc3a
1788,1788,0,0,99983b44
1789,1789,0,0,f0eb5753
1790,1790,0,0,c6102178
1791,1791,0,0,7f4f9562
1792,1792,0,0,04ca01a3
1793,1793,0,0,59881bbc
1794,1794,0,0,f7a4d631
1795,1795,0,0,a2dc30da
1796,1796,0,0,a7b8cecb
1797,1797,0,0,e768d193
1798,1798,0,0,ea2d5372
1799,1799,0,0,05697eec
1800,1800,0,0,42341f76
1801,1801,0,0,21958fb9
1802,1802,0,0,9206c77e
1803,1803,0,0,69736c17
1804,1804,0,0,36fb762b
1805,1805,0,0,b95fb41a
1806,1806,0,0,7b8594c1
1807,1807,0,0,5d421a1f
1808,1808,0,0,ae2ccd8d
1809,1809,0,0,5578e6eb
1810,1810,0,0,0564fe11
1811,1811,0,0,40d01f58
1812,1812,0,0,0d4582e1
1813,1813,0,0,ef442d9e
1814,1814,0,0,475d619a
1815,1815,0,0,63a190cf
1816,1816,0,0,b39348c7
1817,1817,0,0,fb75ab69
1818,1818,0,0,5f881a3c
1819,1819,0,0,8fa4c231
1820,1820,0,0,c2da20db
1821,1821,0,0,26c78ede
1822,1822,0,0,f36ed792
1823,1823,0,0,fb542b66
1824,1824,0,0,501c18fa
1825,1825,0,0,45b4e149
1826,1826,0,0,4d959db9
1827,1827,0,0,e201af7f
1828,1828,0,0,a8194c04
1829,1829,0,0,24fcf155
1830,1830,0,0,d032d808
1831,1831,0,0,48e6e3ae
1832,1832,0,0,a4fdb155
1833,1833,0,0,d02cd80d
1834,1834,0,0,4d7ee2ea
1835,1835,0,0,e41dae05
1836,1836,0,0,d5a9594c
1837,1837,0,0,083afcf4
1838,1838,0,0,ab48339c
1839,1839,0,0,15a8f9b3
1840,1840,0,0,08217cf0
1841,1841,0,0,af9432c6
1842,1842,0,0,4a18e37b
1843,1843,0,0,8ce5bd51
1844,1844,0,0,f4ce295d
1845,1845,0,0,98d43ba6
1846,1846,0,0,ec1b52fb
1847,1847,0,0,74d16958
1848,1848,0,0,9d523ae7
1849,1849,0,0,a9634cef
1850,1850,0,0,31b4f749
1851,1851,0,0,dd93a5b8
1852,1852,0,0,a372cf68
1853,1853,0,0,bee0ca2f
1854,1854,0,0,1d898543
1855,1855,0,0,a7b54e36
1856,1856,0,0,e58cd1bd
1857,1857,0,0,c6fd5e2a
1858,1858,0,0,782b940c
1859,1859,0,0,6c1a12fb
1860,1860,0,0,74cf695d
1861,1861,0,0,98ca3ba3
1862,1862,0,0,e98353bf
1863,1863,0,0,34317608
1864,1864,0,0,98d7bba6
1865,1865,0,0,ec2752f1
1866,1866,0,0,7ee16ad0
1867,1867,0,0,1d920547
1868,1868,0,0,a3694f6c
1869,1869,0,0,ba3ccb75
1870,1870,0,0,42399f8b
1871,1871,0,0,23718f97
1872,1872,0,0,bed6ca26
1873,1873,0,0,143186f7
1874,1874,0,0,18d57ba6
1875,1875,0,0,ec0552fe
1876,1876,0,0,7149681c
1877,1877,0,0,ddb225b7
1878,1878,0,0,ace6cdae
1879,1879,0,0,74f0e957
1880,1880,0,0,92c63821
1881,1881,0,0,63736f97
1882,1882,0,0,befb4a2b
1883,1883,0,0,19558419
1884,1884,0,0,f80554fe
1885,1885,0,0,6148101c
1886,1886,0,0,9da745b1
1887,1887,0,0,aae74cd1
1888,1888,0,0,0ce4fd51
1889,1889,0,0,f4d02958
1890,1890,0,0,9d4c3ae2
1891,1891,0,0,acfb4dab
1892,1892,0,0,7154e819
1893,1893,0,0,d81624f9
1894,1894,0,0,e636d176
1895,1895,0,0,f1b557b6
1896,1896,0,0,dd8825bc
1897,1897,0,0,a7aece32
1898,1898,0,0,e150d0e7
1899,1899,0,0,994d44e2
1900,1900,0,0,fcef55ad
1901,1901,0,0,37400960
1902,1902,0,0,a603b180
1903,1903,0,0,f834d409
1904,1904,0,0,699c13ba
1905,1905,0,0,31b77749
1906,1906,0,0,ddafa5b2
1907,1907,0,0,a942cce0
1908,1908,0,0,3e20f58f
1909,1909,0,0,178386c0
1910,1910,0,0,2c3d720a
1911,1911,0,0,7a26eb8e
1912,1912,0,0,46fe1ed5
1913,1913,0,0,781d9405
1914,1914,0,0,65a2114f
1915,1915,0,0,cbaf5ccd
1916,1916,0,0,9143b8e0
1917,1917,0,0,5e376589
1918,1918,0,0,91a8c7b3
1919,1919,0,0,582b64f3
1920,1920,0,0,ec18d2fb
1921,1921,0,0,74ed6952
1922,1922,0,0,9762396f
1923,1923,0,0,29a3734f
1924,1924,0,0,3bbef4ca
1925,1925,0,0,561b9984
1926,1926,0,0,3cd8f55b
1927,1927,0,0,3ee38ad0
1928,1928,0,0,1dbf854a
1929,1929,0,0,ae0d4d82
1930,1930,0,0,5aece42d
1931,1931,0,0,cf74dd69
1932,1932,0,0,cf9fa23a
1933,1933,0,0,c983a340
1934,1934,0,0,b433b608
1935,1935,0,0,98f5bba9
1936,1936,0,0,e38f503d
1937,1937,0,0,bec14a20
1938,1938,0,0,121d8785
1939,1939,0,0,6da56d4e
1940,1940,0,0,6ac36cdf
1941,1941,0,0,023b7f8b
1942,1942,0,0,235c0f9a
1943,1943,0,0,b3b2c8c8
1944,1944,0,0,f4e1a9af
1945,1945,0,0,95983944
1946,1946,0,0,00eb7f53
1947,1947,0,0,061c017a
1948,1948,0,0,7db01548
1949,1949,0,0,2cc60da1
1950,1950,0,0,7b7aeb94
1951,1951,0,0,5d4e1a1d
1952,1952,0,0,acdccda5
1953,1953,0,0,7fb8eacb
1954,1954,0,0,07660191
1955,1955,0,0,68f81354
1956,1956,0,0,21677011
1957,1957,0,0,90eec752
1958,1958,0,0,47536167
1959,1959,0,0,617990eb
1960,1960,0,0,95734617
1961,1961,0,0,06f77e29
1962,1962,0,0,7bac1432
1963,1963,0,0,517618e9
1964,1964,0,0,57bce635
1965,1965,0,0,2634f189
1966,1966,0,0,f192d7b8
1967,1967,0,0,d364276e
1968,1968,0,0,78deeb5a
1969,1969,0,0,6f9e12c5
1970,1970,0,0,499f6345
1971,1971,0,0,b189b743
1972,1972,0,0,d7bda635
1973,1973,0,0,262af18c
1974,1974,0,0,f40ad6fc
1975,1975,0,0,9384383e
1976,1976,0,0,7d5b6a1b
1977,1977,0,0,2ada0cdb
1978,1978,0,0,06cafedc
1979,1979,0,0,718817bc
1980,1980,0,0,d7a62631
1981,1981,0,0,22f6f0d6
1982,1982,0,0,abbacc34
1983,1983,0,0,1740f99f
1984,1984,0,0,26017180
1985,1985,0,0,f816d406
1986,1986,0,0,66341176
1987,1987,0,0,f19757b9
1988,1988,0,0,d2202770
1989,1989,0,0,678eeec2
1990,1990,0,0,eedf5225
1991,1991,0,0,578166c0
1992,1992,0,0,2c10f207
1993,1993,0,0,7742e960
1994,1994,0,0,a62e318d
1995,1995,0,0,f550d6e7
1996,1996,0,0,894c3ce2
1997,1997,0,0,bcfa35ab
1998,1998,0,0,3141881f
1999,1999,0,0,de17a586
2000,2000,0,0,9e22c570
2001,2001,0,0,97a346cf
2002,2002,0,0,23b770c9
2003,2003,0,0,b5aec9b2
2004,2004,0,0,8951bce7
2005,2005,0,0,b95e34e5
2006,2006,0,0,7b9194c7
2007,2007,0,0,5b521b67
2008,2008,0,0,d16cd8ed
2009,2009,0,0,537ee76a
2010,2010,0,0,7c1cea05
2011,2011,0,0,35b60949
2012,2012,0,0,8dbbbdb4
2013,2013,0,0,ef562d99
2014,2014,0,0,403560f6
2015,2015,0,0,098183bf
2016,2016,0,0,b4143606
2017,2017,0,0,9619b97b
2018,2018,0,0,3cff7555
2019,2019,0,0,300f8802
2020,2020,0,0,c2cfa022
2021,2021,0,0,20c38fa0
2022,2022,0,0,8a3ec38a
2023,2023,0,0,82123f87
2024,2024,0,0,2f620d6f
2025,2025,0,0,49aae34c
2026,2026,0,0,b80db4fd
2027,2027,0,0,62ed902d
2028,2028,0,0,af634d6f
2029,2029,0,0,49b4e349
2030,2030,0,0,bd95b5b9
2031,2031,0,0,220d8f7d
2032,2032,0,0,aae6cc2e
2033,2033,0,0,0cf0fd57
2034,2034,0,0,f2c02820
2035,2035,0,0,e20c2f82
2036,2036,0,0,aafd4c2a
2037,2037,0,0,082cfc0d
2038,2038,0,0,ad7032e8
2039,2039,0,0,66c8ee23
2040,2040,0,0,f1a757b1
2041,2041,0,0,dae024d0
2042,2042,0,0,cd8edd42
2043,2043,0,0,e6d7ae26
2044,2044,0,0,f42156f0
2045,2045,0,0,9f983ac4
2046,2046,0,0,88eb4353
2047,2047,0,0,a6163179
