Sample in Buffer,Sample in Window,TRIGGER,design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxcharisk_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxdata_1[31:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxdisperr_1[3:0],design_1_wrapper_inst/design_1_i/system_ila_1/inst/SLOT_0_JESD204_RX_BUS_rxnotintable_1[3:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,BINARY,HEX,HEX,HEX
1941,1941,0,0000,8a22c370,0,0
1942,1942,0,0000,87a23ecf,0,0
1943,1943,0,0000,63a210cf,0,0
1944,1944,0,0000,b3af48cd,0,0
1945,1945,0,0000,f145a8e1,0,0
1946,1946,0,0000,df48259c,0,0
1947,1947,0,0000,85aec1b2,0,0
1948,1948,0,0000,49521ce7,0,0
1949,1949,0,0000,b96db4ed,0,0
1950,1950,0,0000,736d976d,0,0
1951,1951,0,0000,fb622b6f,0,0
1952,1952,0,0000,59a41b4e,0,0
1953,1953,0,0000,fad4d4d9,0,0
1954,1954,0,0000,441c1efa,0,0
1955,1955,0,0000,55b59949,0,0
1956,1956,0,0000,0d80fdbf,0,0
1957,1957,0,0000,e4002e00,0,0
1958,1958,0,0000,d00d5802,0,0
1959,1959,0,0000,42eae02c,0,0
1960,1960,0,0000,2e0d8d7d,0,0
1961,1961,0,0000,5ae6e42e,0,0
1962,1962,0,0000,ccfcdd55,0,0
1963,1963,0,0000,f03fa80a,0,0
1964,1964,0,0000,ca002380,0,0
1965,1965,0,0000,880fbc02,0,0
1966,1966,0,0000,a2c63021,0,0
1967,1967,0,0000,a370cf97,0,0
1968,1968,0,0000,bec8ca23,0,0
1969,1969,0,0000,11a987b3,0,0
1970,1970,0,0000,583564f6,0,0
1971,1971,0,0000,e980d3bf,0,0
1972,1972,0,0000,340d7602,0,0
1973,1973,0,0000,92e7b82e,0,0
1974,1974,0,0000,6ce76d51,0,0
1975,1975,0,0000,74eb6953,0,0
1976,1976,0,0000,961a397b,0,0
1977,1977,0,0000,3cc3755f,0,0
1978,1978,0,0000,3a3f8b8a,0,0
1979,1979,0,0000,420f9f82,0,0
1980,1980,0,0000,2ac98c23,0,0
1981,1981,0,0000,01b6ffb6,0,0
1982,1982,0,0000,1db805b4,0,0
1983,1983,0,0000,af614d90,0,0
1984,1984,0,0000,499ce345,0,0
1985,1985,0,0000,b1b5b749,0,0
1986,1986,0,0000,dd8da5bd,0,0
1987,1987,0,0000,a6eace2c,0,0
1988,1988,0,0000,fe00d57f,0,0
1989,1989,0,0000,180c0402,0,0
1990,1990,0,0000,e2f15028,0,0
1991,1991,0,0000,aad94c24,0,0
1992,1992,0,0000,06fcfed5,0,0
1993,1993,0,0000,78301408,0,0
1994,1994,0,0000,68c613a1,0,0
1995,1995,0,0000,2b7f7395,0,0
1996,1996,0,0000,1c0efa02,0,0
1997,1997,0,0000,b2d94824,0,0
1998,1998,0,0000,e6fdaed5,0,0
1999,1999,0,0000,f829540c,0,0
2000,2000,0,0000,6c3812f4,0,0
2001,2001,0,0000,7b676b91,0,0
2002,2002,0,0000,58ea1b53,0,0
2003,2003,0,0000,e60cd17d,0,0
2004,2004,0,0000,fafd542a,0,0
2005,2005,0,0000,48281c0c,0,0
2006,2006,0,0000,ac25b2f1,0,0
2007,2007,0,0000,7ecceadd,0,0
2008,2008,0,0000,10f607a9,0,0
2009,2009,0,0000,43b96034,0,0
2010,2010,0,0000,37718997,0,0
2011,2011,0,0000,aed7b226,0,0
2012,2012,0,0000,5424e6f1,0,0
2013,2013,0,0000,1ed4fad9,0,0
2014,2014,0,0000,941146f8,0,0
2015,2015,0,0000,175f7965,0,0
2016,2016,0,0000,238d70c2,0,0
2017,2017,0,0000,bee6ca2e,0,0
2018,2018,0,0000,1cf18557,0,0
2019,2019,0,0000,b2d54826,0,0
2020,2020,0,0000,e40daefd,0,0
2021,2021,0,0000,d2e9582c,0,0
2022,2022,0,0000,6e3aed74,0,0
2023,2023,0,0000,534f679d,0,0
2024,2024,0,0000,74c8e9a3,0,0
2025,2025,0,0000,99a63bb1,0,0
2026,2026,0,0000,faf354d7,0,0
2027,2027,0,0000,4af01c28,0,0
2028,2028,0,0000,8ac5bc21,0,0
2029,2029,0,0000,834e3f9d,0,0
2030,2030,0,0000,34d209a7,0,0
2031,2031,0,0000,9d6bbaec,0,0
2032,2032,0,0000,a2174f79,0,0
2033,2033,0,0000,ae24cd71,0,0
2034,2034,0,0000,56d8e6db,0,0
2035,2035,0,0000,36e4f6d1,0,0
2036,2036,0,0000,bcd3b558,0,0
2037,2037,0,0000,3d758ae9,0,0
2038,2038,0,0000,27878e3e,0,0
2039,2039,0,0000,ed6ed212,0,0
2040,2040,0,0000,63556f66,0,0
2041,2041,0,0000,b00348ff,0,0
2042,2042,0,0000,c035a009,0,0
2043,2043,0,0000,098b83bc,0,0
2044,2044,0,0000,b79c363a,0,0
2045,2045,0,0000,a9b9b34b,0,0
2046,2046,0,0000,3f7cf595,0,0
2047,2047,0,0000,0c338208,0,0
