Sample in Buffer,Sample in Window,TRIGGER,emif_uart_exc_inst/uart_tx_data[7:0],emif_uart_exc_inst/uart_tx_data_valid,emif_uart_exc_inst/uart_rx_data[7:0],emif_uart_exc_inst/uart_rx_data_valid,emif_uart_exc_inst/emif_2_uart_din[7:0],emif_uart_exc_inst/emif_2_uart_wr_en,emif_uart_exc_inst/emif_2_uart_rd_en,emif_uart_exc_inst/emif_2_uart_dout[7:0],emif_uart_exc_inst/emif_uart_state[2:0],emif_uart_exc_inst/svm570_emif_2_uart_start,emif_uart_exc_inst/svm570_emif_2_uart_end,emif_uart_exc_inst/svm570_emif_2_uart_valid,emif_uart_exc_inst/svm570_emif_2_uart_data[7:0],emif_uart_exc_inst/emif_uart_rd,emif_uart_exc_inst/emif_uart_data[7:0],emif_uart_exc_inst/uart_4008_data_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
952,952,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
953,953,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
954,954,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
955,955,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
956,956,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
957,957,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
958,958,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
959,959,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
960,960,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
961,961,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
962,962,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
963,963,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
964,964,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
965,965,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
966,966,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
967,967,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
968,968,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
969,969,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
970,970,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
971,971,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
972,972,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
973,973,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
974,974,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
975,975,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
976,976,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
977,977,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
978,978,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
979,979,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
980,980,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
981,981,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
982,982,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
983,983,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
984,984,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
985,985,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
986,986,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
987,987,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
988,988,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
989,989,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
990,990,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
991,991,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
992,992,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
993,993,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
994,994,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
995,995,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
996,996,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
997,997,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
998,998,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
999,999,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1000,1000,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1001,1001,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1002,1002,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1003,1003,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1004,1004,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1005,1005,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1006,1006,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1007,1007,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1008,1008,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1009,1009,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1010,1010,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1011,1011,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1012,1012,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1013,1013,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1014,1014,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1015,1015,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1016,1016,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1017,1017,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1018,1018,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1019,1019,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1020,1020,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1021,1021,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1022,1022,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
1023,1023,0,eb,0,00,0,00,0,0,90,3,0,0,0,d7,0,00,1
